id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
4025,2021,Tamil Nadu,33,Tiruchirappalli,591,Railway Trichy,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4026,2021,Tamil Nadu,33,Salem,584,Salem,1,3,9,0,0,0,13,7,0,,24,0,0,0,0,0,0,0,8,8,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,137,22,0,0,0,0,0
4027,2021,Tamil Nadu,33,Salem,584,Salem City,0,0,2,0,0,0,10,0,0,,55,0,0,0,0,0,0,0,3,21,0,0,17,0,0,0,6,55,0,0,0,0,0,0,0,88,19,3,2,0,0,0
4028,2021,Tamil Nadu,33,Sivaganga,585,Sivagangai,0,0,4,0,0,0,25,0,0,,2,0,0,0,0,0,0,0,13,1,1,0,21,0,0,0,3,0,0,0,0,0,0,0,0,72,11,5,0,0,0,0
4029,2021,Tamil Nadu,33,Thanjavur,586,Thanjavur,1,1,11,0,0,0,30,0,0,,5,0,0,0,0,0,0,0,13,7,0,0,88,0,0,0,9,0,0,0,0,0,0,0,0,102,4,8,12,0,0,0
4030,2021,Tamil Nadu,33,Theni,588,Theni,0,2,2,0,0,0,55,1,0,,0,0,0,0,0,0,0,0,7,2,0,0,27,0,0,0,0,3,1,0,0,0,0,0,0,120,27,13,2,0,0,0
4031,2021,Tamil Nadu,33,Tirunelveli,592,Thirunelveli,0,0,1,0,0,0,8,1,0,,3,0,1,0,1,1,0,0,7,0,0,0,25,0,0,0,5,0,2,1,0,0,0,1,1,61,18,9,0,0,0,0
4032,2021,Tamil Nadu,33,Tirunelveli,592,Thirunelveli City,0,0,0,0,0,0,7,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,7,10,0,0,0,0,0,0,0,17,7,4,0,0,0,0
4033,2021,Tamil Nadu,33,Thiruvallur,589,Thiruvallur,0,0,10,0,0,0,33,0,0,,0,0,0,0,2,0,0,0,15,0,0,0,13,0,0,0,2,0,0,0,0,0,0,3,0,74,13,15,1,0,0,0
4034,2021,Tamil Nadu,33,Tiruvannamalai,593,Thiruvannamalai,0,0,13,0,0,0,13,1,0,,5,0,10,0,0,0,0,0,21,0,3,0,12,0,0,0,10,8,0,0,0,0,0,0,0,100,9,8,5,0,0,1
4035,2021,Tamil Nadu,33,Thiruvarur,590,Thiruvarur,0,0,3,0,0,0,12,0,0,,20,0,4,0,0,0,0,0,10,0,3,0,22,0,2,0,0,0,0,0,0,0,0,0,0,46,8,2,0,0,0,0
4036,2021,Tamil Nadu,33,Tuticorin,594,Thoothukudi,0,1,10,0,0,0,31,2,1,,4,0,0,0,0,0,0,0,15,0,0,0,36,0,0,0,6,4,0,0,0,0,0,0,0,117,31,13,3,2,0,0
4037,2021,Tamil Nadu,33,Tiruppur,634,Tiruppur,0,0,7,0,0,0,6,0,0,,1,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,1,0,0,0,0,16,0,10,0,61,13,1,1,0,0,0
4038,2021,Tamil Nadu,33,Tiruppur,634,Tiruppur City,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,18,8,0,0,0,0,0,0,38,13,4,1,1,0,0
4039,2021,Tamil Nadu,33,Tiruchirappalli,591,Trichy,0,0,12,0,0,0,65,5,0,,7,0,0,0,1,0,0,0,16,6,1,0,31,0,5,0,0,0,1,0,0,0,0,5,0,81,10,5,7,0,0,0
4040,2021,Tamil Nadu,33,Tiruchirappalli,591,Trichy City,0,0,0,0,0,0,24,2,0,,0,0,0,0,0,0,0,0,4,1,1,0,12,0,0,0,3,0,0,0,0,14,0,0,0,36,5,2,0,0,0,0
4041,2021,Tamil Nadu,33,Vellore,595,Vellore,0,2,8,0,0,0,19,1,0,,0,0,10,0,0,0,0,0,2,5,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,44,4,3,0,0,0,0
4042,2021,Tamil Nadu,33,Villupuram,596,Villupuram,0,2,20,0,0,0,19,0,0,,36,0,0,0,0,0,0,0,19,5,0,0,17,0,0,0,7,0,0,0,0,17,0,0,0,91,33,0,0,0,0,0
4043,2021,Tamil Nadu,33,Virudhunagar,597,Virudhunagar,0,0,3,0,0,1,15,0,0,,2,0,0,0,1,0,0,0,18,0,1,0,15,0,0,0,23,0,0,0,2,0,0,4,0,94,19,5,1,0,0,0
4044,2021,Tamil Nadu,33,Coimbatore,569,Cyber Cell,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,2021,Tamil Nadu,33,Chennai,568,Other Units,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,2021,Tamil Nadu,33,Chengalpattu,730,Chengalpattu,1,2,2,0,0,0,5,4,0,,0,0,0,0,0,0,0,0,8,0,0,0,15,0,2,0,5,3,0,1,0,0,0,0,0,28,7,5,0,0,0,0
4047,2021,Tamil Nadu,33,Kallakurichi,729,Kallakurichi,0,0,0,0,0,0,8,0,0,,32,0,0,0,0,0,0,0,15,14,0,0,7,0,0,0,21,0,0,0,0,0,0,0,0,47,6,5,0,1,0,0
4048,2021,Tamil Nadu,33,Ranipet,731,Ranipet,0,0,5,0,0,0,4,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,31,4,1,0,3,0,0
4049,2021,Tamil Nadu,33,Tirupathur,732,Tiruppattur,0,1,5,0,0,0,4,0,0,,8,0,0,0,0,0,0,0,3,31,1,0,11,0,1,0,9,0,0,0,0,1,0,0,0,63,1,5,0,0,0,0
4050,2021,Tamil Nadu,33,Tenkasi,733,Tenkasi,0,0,2,0,0,0,11,1,0,,2,0,0,0,0,0,0,0,3,1,0,0,22,0,1,0,5,0,0,0,0,0,0,0,0,73,23,8,0,0,0,0
4051,2021,Telangana,36,Hyderabad,507,Cyberabad Commissionerate,4,21,64,0,0,1,1237,359,0,,1,4,0,1,2,103,0,0,123,72,3,0,548,0,124,3,0,0,0,0,0,0,0,5,8,254,101,0,0,0,0,0
4052,2021,Telangana,36,Hyderabad,507,Hyderabad Commissionerate,2,15,13,0,0,0,1678,185,0,,0,0,3,0,0,0,0,0,116,10,0,0,420,0,196,0,0,0,0,0,0,0,0,2,9,253,121,9,17,1,0,0
4053,2021,Telangana,36,Karimnagar,508,Karimnagar Commissionerate,0,5,4,0,0,0,253,1,0,,7,0,0,0,2,0,0,0,24,23,1,0,112,0,8,25,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,0
4054,2021,Telangana,36,Khammam,509,Khammam Commissionerate,0,5,30,0,0,0,310,105,0,,0,0,0,0,5,0,0,0,29,2,2,0,154,0,15,0,0,0,0,0,0,8,0,0,1,71,39,12,0,0,0,0
4055,2021,Telangana,36,Nizamabad,516,Nizamabad Commissionerate,1,4,13,0,0,0,263,17,0,,1,0,2,0,1,0,0,0,7,2,3,0,82,0,22,0,0,0,0,0,0,0,0,0,0,33,18,1,0,0,0,0
4056,2021,Telangana,36,Yadadri Bhuvanagiri,697,Rachakonda Commissionerate,0,21,21,0,0,0,1469,83,0,,0,0,0,0,31,0,0,0,156,0,2,0,667,0,123,0,0,0,0,0,0,0,0,0,0,253,151,0,0,0,0,0
4057,2021,Telangana,36,Peddapalli,682,Ramagundam Commissionerate,0,10,24,0,1,0,567,65,0,,2,0,2,0,0,1,0,0,41,4,4,0,214,0,55,0,0,1,0,0,0,0,0,0,0,61,41,1,0,0,0,0
4058,2021,Telangana,36,Siddipet,692,Siddipet Commissionerate,0,7,10,0,0,0,337,15,0,,0,0,20,0,7,0,0,0,15,0,0,0,154,0,7,0,0,0,0,0,0,0,0,2,14,68,15,0,0,0,0,0
4059,2021,Telangana,36,Warangal,522,Warangal Commissionerate,0,10,34,0,0,0,516,154,0,,0,0,0,0,0,2,0,0,45,2,1,0,221,0,32,0,1,0,0,0,0,0,0,0,0,47,39,1,5,0,0,0
4060,2021,Telangana,36,Adilabad,501,Adilabad,0,5,15,0,0,0,121,18,0,,1,0,1,0,1,1,0,0,10,1,3,0,51,1,7,0,0,0,0,0,0,1,0,0,0,20,8,0,0,0,0,0
4061,2021,Telangana,36,Bhadradri Kothagudem,690,Bhadradri Kothagudem,0,3,10,0,0,0,371,64,0,,0,0,0,0,0,0,0,0,29,1,0,0,150,0,9,0,0,0,0,0,0,1,0,0,0,73,41,13,1,0,0,0
4062,2021,Telangana,36,Jayashankar Bhupalapally,687,Jayashankar Bhupalpalli,0,4,5,0,0,0,65,29,0,,0,0,0,0,1,0,0,0,2,0,0,0,53,0,3,17,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
4063,2021,Telangana,36,Jogulamba Gadwal,695,Jogulamba Gadwal,0,1,4,0,0,0,41,17,0,,1,0,0,0,0,0,0,0,5,10,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0
4064,2021,Telangana,36,Kamareddy,685,Kamareddy,0,3,4,0,0,0,239,1,0,,0,0,3,0,0,0,0,0,25,4,0,0,79,0,14,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,0,0
4065,2021,Telangana,36,Kumuram Bheem Asifabad,699,Kumaram Bheem Asifabad,0,2,10,0,0,0,78,34,0,,1,0,0,0,0,1,0,0,8,1,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0
4066,2021,Telangana,36,Mahabubabad,688,Mahabubabad,1,4,9,0,0,0,125,58,0,,0,0,0,0,0,0,0,0,6,0,2,0,111,1,29,30,4,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0
4067,2021,Telangana,36,Mahabubnagar,512,Mahabubnagar,0,5,24,0,0,0,115,0,0,,0,0,0,0,0,0,0,0,9,93,0,0,101,0,4,0,0,0,0,0,0,0,0,0,0,80,17,0,0,0,0,0
4068,2021,Telangana,36,Medak,513,Medak,1,4,8,0,0,0,139,26,0,,3,1,0,0,0,0,0,0,3,0,0,0,70,0,13,1,0,0,0,0,0,1,0,0,0,49,14,1,0,0,0,0
4069,2021,Telangana,36,Nagarkurnool,694,Nagarkurnool,0,1,8,0,0,0,59,31,0,,1,0,0,0,2,0,0,0,7,3,3,0,97,0,8,0,0,0,0,0,0,0,0,0,0,43,12,0,0,0,0,0
4070,2021,Telangana,36,Nalgonda,514,Nalgonda,2,11,21,1,0,0,282,55,0,,0,0,3,0,0,4,0,0,22,4,0,0,181,0,50,0,0,0,0,0,0,0,0,0,0,73,29,0,0,0,0,0
4071,2021,Telangana,36,Nirmal,680,Nirmal,0,2,15,0,0,0,67,33,0,,0,0,0,0,0,0,0,0,7,0,0,0,49,0,2,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0
4072,2021,Telangana,36,Rajanna Sircilla,683,Rajanna Siricilla,1,4,2,0,0,0,185,12,0,,2,0,6,0,0,1,0,0,10,0,2,0,80,3,0,8,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
4073,2021,Telangana,36,Sangareddy,691,Sangareddy,0,7,13,0,0,0,129,1,0,,2,0,10,0,3,0,0,0,20,0,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,37,19,0,0,0,0,0
4074,2021,Telangana,36,Suryapet,696,Suryapet,0,10,12,0,0,0,263,36,0,,0,0,3,0,0,0,0,0,36,1,3,0,204,0,22,0,0,0,0,0,0,0,0,0,0,48,37,0,1,0,0,0
4075,2021,Telangana,36,Vikarabad,698,Vikarabad,0,4,20,0,0,0,95,23,0,,5,1,0,0,0,0,0,0,12,16,0,0,56,0,20,18,0,0,0,0,0,0,0,0,0,63,18,1,0,0,0,0
4076,2021,Telangana,36,Wanaparthy,693,Wanaparthy,0,0,0,0,0,0,41,6,0,,0,0,0,0,0,0,0,0,8,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,0
4077,2021,Telangana,36,Hyderabad,507,Railway Police Secunderabad,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4078,2021,Telangana,36,Mulugu,720,Mulug,0,0,4,0,0,0,70,33,0,,0,0,2,0,0,0,0,0,10,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0
4079,2021,Telangana,36,Narayanpet,721,Narayanpet,0,1,2,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,14,36,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0
4080,2021,Tripura,16,Dhalai,269,Dhalai,0,3,1,0,0,0,17,4,0,,1,0,2,0,2,1,0,0,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0
4081,2021,Tripura,16,Gomati,654,Gomati,0,1,1,0,0,0,65,6,0,,1,0,4,0,0,0,0,0,11,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,16,2,0,0,0,0,0
4082,2021,Tripura,16,West Tripura,272,Grp,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,2021,Tripura,16,Khowai,652,Kowai,1,1,3,0,0,0,11,0,0,,4,0,0,0,0,0,0,0,8,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
4084,2021,Tripura,16,North Tripura,270,North,0,2,1,0,0,0,30,6,0,,1,0,2,0,0,0,0,0,5,1,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,1
4085,2021,Tripura,16,Unakoti,655,Sipahijala,0,6,3,0,0,0,57,7,0,,0,0,1,0,0,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
4086,2021,Tripura,16,South Tripura,271,South,0,5,1,0,0,0,29,4,0,,2,0,0,0,1,0,0,0,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0
4087,2021,Tripura,16,Unakoti,655,Unakoti,0,0,1,0,0,0,64,1,0,,0,0,6,0,1,0,0,0,10,10,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0
4088,2021,Tripura,16,West Tripura,272,West,0,4,6,0,0,0,82,14,0,,1,0,9,0,1,0,0,0,21,3,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,23,6,1,0,0,0,0
4089,2021,Uttar Pradesh,9,Agra,118,Agra,2,68,10,4,1,0,624,6,0,,227,0,0,0,0,0,0,0,99,0,0,0,323,0,0,0,0,0,0,0,0,0,0,6,0,64,0,0,0,0,0,0
4090,2021,Uttar Pradesh,9,Aligarh,119,Aligarh,2,55,14,0,0,0,775,125,0,,198,0,0,0,0,0,0,0,57,0,0,0,400,0,6,0,4,0,0,0,0,0,0,15,0,55,154,0,0,0,0,0
4091,2021,Uttar Pradesh,9,Prayagraj,120,Prayagraj,1,53,23,0,0,0,763,0,0,,181,0,0,0,0,0,0,0,96,78,0,0,215,0,0,111,3,0,0,0,0,2,0,0,0,64,1,0,0,0,0,0
4092,2021,Uttar Pradesh,9,Ambedkar Nagar,121,Ambedkar Nagar,0,15,0,0,0,0,137,7,0,,0,0,0,0,0,0,0,0,11,0,0,0,29,0,0,50,137,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0
4093,2021,Uttar Pradesh,9,Amethi,640,Amethi,0,12,0,0,0,0,144,0,0,,20,0,0,0,0,0,0,0,29,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,27,44,0,0,0,0,0
4094,2021,Uttar Pradesh,9,Amroha,154,Amroha,0,19,0,0,1,0,241,0,0,,50,0,0,0,0,0,0,0,40,0,5,0,66,0,0,0,3,0,0,0,0,0,0,9,0,33,30,0,0,0,0,0
4095,2021,Uttar Pradesh,9,Auraiya,122,Auraiya,0,26,7,0,0,0,219,0,0,,65,0,0,0,0,0,0,0,23,44,0,0,96,0,0,0,2,0,0,0,0,0,0,4,0,28,43,1,0,0,0,0
4096,2021,Uttar Pradesh,9,Azamgarh,123,Azamgarh,1,26,7,0,0,0,220,64,0,,86,0,0,0,0,0,0,0,39,0,0,0,104,0,0,42,24,0,0,0,0,0,0,10,0,45,43,0,0,0,0,0
4097,2021,Uttar Pradesh,9,Budaun,133,Badaun,2,42,0,0,1,1,310,0,0,,147,0,0,0,0,0,0,0,33,0,3,0,105,0,0,0,0,1,0,0,0,0,0,0,0,48,80,3,0,1,0,0
4098,2021,Uttar Pradesh,9,Baghpat,124,Baghpat,0,10,0,0,1,0,71,0,0,,115,0,0,0,0,0,0,0,11,84,18,14,23,16,1,30,0,0,0,0,0,0,0,5,0,28,32,0,0,10,0,0
4099,2021,Uttar Pradesh,9,Bahraich,125,Bahraich,2,43,10,0,0,0,30,61,0,,249,0,0,0,0,0,0,0,32,29,2,0,165,0,0,0,674,0,0,0,0,0,0,0,0,23,97,0,0,0,0,0
4100,2021,Uttar Pradesh,9,Ballia,126,Ballia,0,23,4,0,0,0,108,29,0,,109,0,0,0,0,0,0,0,24,0,4,0,72,0,1,0,1,0,0,0,0,0,0,18,0,35,38,1,0,3,0,0
4101,2021,Uttar Pradesh,9,Balrampur,127,Balrampur,0,11,2,0,0,0,1,0,0,,80,0,0,0,0,0,0,0,24,56,1,0,57,0,0,0,86,0,0,0,0,0,0,2,0,8,29,1,0,0,0,0
4102,2021,Uttar Pradesh,9,Banda,128,Banda,1,43,9,0,1,0,156,0,0,,47,0,0,0,0,0,0,0,31,0,2,0,109,0,1,0,3,0,0,0,0,0,0,1,0,37,73,0,0,0,0,0
4103,2021,Uttar Pradesh,9,Bara Banki,129,Barabanki,2,42,14,0,0,0,13,10,0,,9,0,0,0,0,1,0,0,41,132,0,0,96,0,0,10,262,0,0,0,0,0,0,4,0,35,64,0,0,1,0,0
4104,2021,Uttar Pradesh,9,Bareilly,130,Bareilly,0,66,0,0,0,0,891,103,0,,139,0,0,0,0,0,0,0,22,0,0,0,238,0,0,0,890,0,0,0,0,0,0,0,0,42,88,1,26,0,0,0
4105,2021,Uttar Pradesh,9,Basti,131,Basti,0,15,5,0,0,0,0,16,0,,0,0,0,0,0,0,0,0,35,0,0,26,51,0,0,35,167,0,0,0,0,0,0,0,0,26,34,1,0,0,0,0
4106,2021,Uttar Pradesh,9,Bijnor,132,Bijnor,0,28,11,7,0,0,176,0,0,,12,0,0,0,0,0,0,0,29,0,4,0,79,0,0,0,405,0,0,0,0,0,0,3,0,40,44,3,0,3,0,0
4107,2021,Uttar Pradesh,9,Bulandshahr,134,Bulandshahar,2,53,13,1,0,0,858,0,0,,75,0,0,0,0,0,0,0,53,0,12,0,34,0,1,134,0,0,0,0,0,0,0,26,0,80,140,3,0,0,0,0
4108,2021,Uttar Pradesh,9,Chandauli,135,Chandoli,0,6,1,0,0,0,115,0,1,,36,0,0,0,0,0,0,0,17,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0
4109,2021,Uttar Pradesh,9,Chitrakoot,136,Chitrakoot,0,15,6,0,0,0,34,0,0,,25,0,0,0,0,0,0,0,18,0,0,12,32,0,0,28,0,0,0,0,0,0,0,0,0,12,28,0,0,0,0,0
4110,2021,Uttar Pradesh,9,Deoria,137,Deoria,0,18,0,0,0,0,19,0,0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0
4111,2021,Uttar Pradesh,9,Etah,138,Etah,0,31,0,0,0,0,88,7,0,,54,0,0,0,0,0,0,0,10,0,0,0,106,0,0,0,0,0,0,0,0,0,0,9,0,22,30,2,0,0,0,0
4112,2021,Uttar Pradesh,9,Etawah,139,Etawah,1,36,7,0,0,1,95,0,0,,63,0,0,0,0,0,0,0,23,43,0,0,66,0,0,0,1,0,0,0,0,0,0,2,0,36,39,0,0,0,0,0
4113,2021,Uttar Pradesh,9,Ayodhya,140,Ayodhya,3,16,1,3,0,0,13,0,4,,23,0,0,0,0,0,0,0,45,235,7,1,109,0,2,33,197,0,0,1,1,0,0,3,0,24,0,0,0,0,0,0
4114,2021,Uttar Pradesh,9,Fatehpur,142,Fatehpur,1,44,0,0,0,0,165,0,0,,50,0,0,0,0,0,0,0,33,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,54,70,0,0,0,3,0
4115,2021,Uttar Pradesh,9,Firozabad,143,Firozabad,0,60,12,0,0,0,358,53,2,,132,0,0,0,0,0,0,0,73,174,9,34,147,0,0,91,0,0,0,0,0,0,0,0,0,34,91,0,0,0,0,0
4116,2021,Uttar Pradesh,9,Lucknow,162,Grp,0,0,1,0,1,0,0,14,0,,0,0,0,0,0,0,0,0,2,1,0,3,40,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
4117,2021,Uttar Pradesh,9,Ghaziabad,145,Ghaziabad,0,36,0,0,2,0,542,0,0,,0,0,0,0,0,0,0,0,61,108,14,0,162,0,0,0,0,0,0,0,0,3,0,0,0,58,90,2,1,3,0,0
4118,2021,Uttar Pradesh,9,Ghazipur,146,Ghazipur,0,28,17,5,1,0,229,0,0,,13,0,0,0,0,0,0,0,21,111,0,0,127,0,0,102,0,0,0,0,0,0,0,0,0,37,76,0,0,0,6,0
4119,2021,Uttar Pradesh,9,Gonda,147,Gonda,0,34,0,0,0,0,18,131,0,,0,0,0,0,0,0,0,0,9,0,0,11,8,0,0,40,132,0,0,0,0,0,0,2,0,15,54,0,0,0,0,0
4120,2021,Uttar Pradesh,9,Gorakhpur,148,Gorakhpur,0,44,0,0,0,1,374,199,0,,254,0,0,0,0,0,0,0,100,0,0,0,168,0,0,102,379,0,0,0,0,0,0,0,0,85,98,1,0,0,0,0
4121,2021,Uttar Pradesh,9,Hamirpur,149,Hamirpur,0,19,4,0,0,0,85,0,0,,4,0,0,0,0,0,0,0,15,43,0,0,73,0,0,0,0,0,0,0,0,0,0,1,0,28,59,1,0,0,0,0
4122,2021,Uttar Pradesh,9,Hapur,661,Hapur,0,26,0,0,2,0,231,182,0,,151,0,0,0,0,0,0,0,28,0,0,0,56,0,1,86,0,0,0,0,0,0,0,5,0,49,47,1,0,0,0,0
4123,2021,Uttar Pradesh,9,Hardoi,150,Hardoi,0,51,0,0,0,0,173,23,14,,22,0,0,0,0,0,0,0,29,7,0,36,146,0,0,53,0,0,0,0,0,0,0,0,0,29,51,0,0,0,0,0
4124,2021,Uttar Pradesh,9,Hathras,163,Hathras,1,26,0,0,0,0,132,13,1,,40,0,0,0,0,0,0,0,18,69,1,16,97,0,0,58,0,0,0,0,0,0,0,0,0,16,58,0,0,0,0,0
4125,2021,Uttar Pradesh,9,Jalaun,151,Jalaun,0,20,11,0,1,0,110,55,0,,0,0,0,0,0,0,0,0,17,0,0,0,60,0,1,0,2,0,0,0,0,0,0,2,0,11,33,0,0,0,0,0
4126,2021,Uttar Pradesh,9,Jaunpur,152,Jaunpur,1,35,11,0,0,0,176,0,0,,43,0,0,0,0,0,0,0,32,90,0,0,49,0,0,18,0,1,0,0,0,0,0,5,0,89,41,2,1,1,0,0
4127,2021,Uttar Pradesh,9,Jhansi,153,Jhansi,2,22,12,0,0,0,253,0,0,,6,0,0,0,0,0,0,0,35,86,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,14,34,4,0,0,0,0
4128,2021,Uttar Pradesh,9,Kannauj,155,Kannauj,0,32,7,0,0,0,424,74,0,,58,0,0,0,0,0,0,0,52,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,31,65,0,0,0,0,0
4129,2021,Uttar Pradesh,9,Kanpur Dehat,156,Kanpur Dehat,0,16,0,0,0,1,460,0,0,,0,0,0,0,0,0,0,0,12,0,0,0,87,0,1,0,0,0,0,0,0,0,0,0,0,27,55,0,0,0,0,0
4130,2021,Uttar Pradesh,9,Kanpur Nagar,157,Kanpur Commissionarate,0,32,0,0,1,0,467,0,0,,68,0,0,0,0,0,0,0,35,36,0,0,134,0,0,0,0,2,0,0,0,0,0,0,0,43,71,5,0,0,0,0
4131,2021,Uttar Pradesh,9,Kasganj,633,Kasganj,0,17,0,0,0,0,130,209,0,,0,0,0,0,0,0,0,0,17,0,0,18,157,0,0,49,130,0,0,0,0,0,0,7,0,25,41,1,0,0,0,0
4132,2021,Uttar Pradesh,9,Kaushambi,158,Kaushambi,0,14,0,0,0,0,97,0,0,,0,0,0,0,0,0,0,0,10,130,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,0,0,0,0
4133,2021,Uttar Pradesh,9,Kheri,159,Khiri,1,61,0,9,0,0,273,85,0,,44,0,0,0,0,0,0,0,36,0,0,0,106,0,0,0,0,0,0,0,0,0,0,14,0,42,60,0,0,0,0,0
4134,2021,Uttar Pradesh,9,Kushinagar,160,Kushi Nagar,1,22,2,0,0,0,86,100,0,,130,0,0,0,0,0,0,0,12,64,0,0,103,0,0,17,0,0,0,0,0,0,0,11,0,30,40,0,0,0,0,0
4135,2021,Uttar Pradesh,9,Lalitpur,161,Lalitpur,1,11,10,0,0,0,28,0,0,,20,0,0,0,0,0,0,0,11,0,1,0,47,0,0,0,1,0,0,0,0,0,0,0,0,15,29,0,0,2,0,0
4136,2021,Uttar Pradesh,9,Lucknow,162,Lucknow Commissionarate,0,51,44,4,0,0,1101,0,0,,210,0,0,0,0,0,0,1,97,69,5,0,332,0,0,0,11,0,0,0,0,0,0,0,0,95,121,9,1,10,0,0
4137,2021,Uttar Pradesh,9,Mahrajganj,164,Maharajganj,2,14,4,0,0,0,169,0,0,,4,0,0,0,0,2,0,0,11,31,0,0,17,0,0,0,0,0,0,1,0,0,0,11,0,43,35,0,0,0,0,0
4138,2021,Uttar Pradesh,9,Mahoba,165,Mahoba,1,10,7,0,0,0,26,0,0,,8,0,0,0,0,0,0,0,18,26,0,0,64,0,0,0,3,0,0,0,0,0,0,1,0,19,38,0,0,1,0,0
4139,2021,Uttar Pradesh,9,Mainpuri,166,Mainpuri,0,20,2,1,0,0,134,8,0,,70,0,0,0,0,0,0,0,25,129,5,27,96,0,0,0,2,0,0,0,0,0,0,0,0,27,40,0,0,0,0,0
